date,location_id,meal,station,item_name,section_type
2026-04-17,de_neve,Dinner,Cuban Black Beans,Cuban Black Beans,rotating
2026-04-17,de_neve,Dinner,Steak & Mushroom Soup,Steak & Mushroom Soup,rotating
2026-04-17,de_neve,Dinner,Potato Leek Soup,Potato Leek Soup,rotating
2026-04-17,de_neve,Dinner,Garlicky Green Beans,Garlicky Green Beans,rotating
2026-04-17,de_neve,Dinner,Roasted Carrots w/ Smoked Jalapeño Butter,Roasted Carrots w/ Smoked Jalapeño Butter,rotating
2026-04-17,de_neve,Dinner,Roasted Fingerling Potato,Roasted Fingerling Potato,rotating
2026-04-17,de_neve,Dinner,Ranch Dressing,Ranch Dressing,rotating
2026-04-17,de_neve,Dinner,Caesar Salad Dressing,Caesar Salad Dressing,rotating
2026-04-17,de_neve,Dinner,Grilled Rosemary Chicken Breast,Grilled Rosemary Chicken Breast,rotating
2026-04-17,de_neve,Dinner,Watermelon,Watermelon,rotating
2026-04-17,de_neve,Dinner,Cantaloupe,Cantaloupe,rotating
2026-04-17,de_neve,Dinner,Pineapple,Pineapple,rotating
2026-04-17,de_neve,Dinner,Cheesecake,Cheesecake,rotating
2026-04-17,de_neve,Dinner,Old-Fashioned Oatmeal Raisin Cookie,Old-Fashioned Oatmeal Raisin Cookie,rotating
2026-04-17,de_neve,Dinner,Key Lime Pie,Key Lime Pie,rotating
2026-04-17,de_neve,Dinner,Raspberry Princess Bar,Raspberry Princess Bar,rotating
2026-04-17,de_neve,Dinner,Blackberry Peach Crisp,Blackberry Peach Crisp,rotating
2026-04-17,de_neve,Dinner,Maple Walnut Blondies,Maple Walnut Blondies,rotating
2026-04-17,de_neve,Dinner,Yogurt Bar Items,Yogurt Bar Items,rotating
2026-04-17,de_neve,Dinner,Cheese Pizza,Cheese Pizza,rotating
2026-04-17,de_neve,Dinner,Late Night Chicken Tenders Combo,Late Night Chicken Tenders Combo,rotating
2026-04-17,de_neve,Dinner,Late Night Beyond Tenders Combo,Late Night Beyond Tenders Combo,rotating
2026-04-17,de_neve,Dinner,Late Night Spicy Nashville Chicken Tenders Combo,Late Night Spicy Nashville Chicken Tenders Combo,rotating
2026-04-17,de_neve,Dinner,Late Night Spicy Nashville Beyond Tenders Combo,Late Night Spicy Nashville Beyond Tenders Combo,rotating
2026-04-17,epicuria_ackerman,All Day,SALADS,Caesar Salad,static
2026-04-17,epicuria_ackerman,All Day,SALADS,Antipasto Salad,static
2026-04-17,epicuria_ackerman,All Day,SALADS,Greek Salad,static
2026-04-17,epicuria_ackerman,All Day,Salad Add-Ons,Grilled Chicken,static
2026-04-17,epicuria_ackerman,All Day,Salad Add-Ons,Grilled Salmon,static
2026-04-17,epicuria_ackerman,All Day,Salad Add-Ons,Roasted Seitan Skewer,static
2026-04-17,epicuria_ackerman,All Day,NEAPOLITAN PIZZAS,Margherita Pizza,static
2026-04-17,epicuria_ackerman,All Day,NEAPOLITAN PIZZAS,Pepperoni Pizza,static
2026-04-17,epicuria_ackerman,All Day,NEAPOLITAN PIZZAS,Asparagus Prosciutto Pizza,static
2026-04-17,epicuria_ackerman,All Day,NEAPOLITAN PIZZAS,Mozzarella Pizza,static
2026-04-17,epicuria_ackerman,All Day,"""L.A."" PIZZA PIES",Frutti Di Mare Pizza Pie,static
2026-04-17,epicuria_ackerman,All Day,"""L.A."" PIZZA PIES",Bacon Egg Saksuka Pizza Pie,static
2026-04-17,epicuria_ackerman,All Day,PASTAS,Spaghetti Pomodoro,static
2026-04-17,epicuria_ackerman,All Day,PASTAS,Chicken Fettuccine,static
2026-04-17,epicuria_ackerman,All Day,PASTAS,Ricotta Rosa Baked Pasta,static
2026-04-17,epicuria_ackerman,All Day,PASTAS,Vegetarian Fettucine,static
2026-04-17,epicuria_ackerman,All Day,PASTAS,Shrimp Spaghetti Fra Diavolo,static
2026-04-17,epicuria_ackerman,All Day,SANDWICHES,Mozzarella Di Bufala Sandwich,static
2026-04-17,epicuria_ackerman,All Day,SANDWICHES,Eggplant Parmesan Sandwich,static
2026-04-17,epicuria_ackerman,All Day,SANDWICHES,Prosciutto Quattro Formaggio Sandwich,static
2026-04-17,epicuria_ackerman,All Day,SANDWICHES,Chicken Gyro Sandwich,static
2026-04-17,epicuria_ackerman,All Day,Sides,Oatmeal Raisin Cookie,static
2026-04-17,epicuria_ackerman,All Day,Sides,Chocolate Chip Cookie,static
2026-04-17,epicuria_ackerman,All Day,Sides,Fuji Apple,static
2026-04-17,epicuria_ackerman,All Day,Sides,Oranges,static
2026-04-17,epicuria_ackerman,All Day,Sides,Banana,static
2026-04-17,epicuria_covel,Lunch,Psistaris,Lebanese Beef Pita,rotating
2026-04-17,epicuria_covel,Lunch,Psistaris,Mediterranean Roasted Tofu,rotating
2026-04-17,epicuria_covel,Lunch,Psistaris,Braised Spicy Lentils w/ Potatoes & Tomatoes,rotating
2026-04-17,epicuria_covel,Lunch,Psistaris,Roasted Butternut Squash,rotating
2026-04-17,epicuria_covel,Lunch,Psistaris,Roasted Peppers & Peas w/ Dill,rotating
2026-04-17,epicuria_covel,Lunch,Psistaris,Greek Salad,rotating
2026-04-17,epicuria_covel,Lunch,Psistaris,Moroccan Couscous Salad,rotating
2026-04-17,epicuria_covel,Lunch,Psistaris,Golden Beet & Greens Salad w/ Blood Orange Mint Vinaigrette,rotating
2026-04-17,epicuria_covel,Lunch,Alimenti,Pork Loin w/ Olive Tapenade,rotating
2026-04-17,epicuria_covel,Lunch,Alimenti,Seasoned Lentils,rotating
2026-04-17,epicuria_covel,Lunch,Alimenti,Spicy Pomodoro Gnocchi,rotating
2026-04-17,epicuria_covel,Lunch,Alimenti,Zatar Chicken & Yam Soup,rotating
2026-04-17,epicuria_covel,Lunch,Alimenti,Potato Leek Soup,rotating
2026-04-17,epicuria_covel,Lunch,Dolce,Double Chocolate Cookie,rotating
2026-04-17,epicuria_covel,Lunch,Dolce,Old-Fashioned Oatmeal Raisin Cookie,rotating
2026-04-17,epicuria_covel,Lunch,Dolce,Cannoli,rotating
2026-04-17,epicuria_covel,Lunch,Dolce,Ricotta Cheesecake w/ Lemon & Basil,rotating
2026-04-17,epicuria_covel,Lunch,Dolce,Chocolate Bouchon,rotating
2026-04-17,epicuria_covel,Lunch,Dolce,Yogurt Bar,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Focaccia,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Lavash Chips,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Sun-Dried Tomato Pesto,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Garlic Oil,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Parsley Pesto,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Hummus,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Tzatziki,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Muhammara (Spicy Roasted Pepper Dip),rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Artichoke Spinach Dip,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Cauliflower Skordalia Spread,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Smoked Mozzarella Spread,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Paprika Garlic Spread,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Tunisian Vegetable Dip,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Morrocan Spicy Lentil Dip,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,"White Bean, Feta, & Za'atar Spread",rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Zhug,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Htipiti,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Marinated Red Grape Tomatoes,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Pitted Kalamata Olives,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Pickled Vegetables,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Dolma,rotating
2026-04-17,epicuria_covel,Lunch,Mezze,Grated Parmesan Cheese,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Cheese Pizza,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Pepperoni Pizza,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Garlic Chicken Pizza,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Caesar Salad,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Greek Salad,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Moroccan Couscous Salad,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Golden Beet & Greens Salad w/ Blood Orange Mint Vinaigrette,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Honey,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Banana Peppers,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Valbresco Feta Cheese,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Black Olives,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Gala Apple,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Granny Smith Apple,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Oranges,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Bananas,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Watermelon,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Clementine Tangerine,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Coffee,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Coffee Espresso,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Espresso Coffee Bean (Decaf),rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Coffee Rainforest,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Rainforest Coffee (Decaf),rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Apple Cinnamon Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Chamomile Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Earl Grey Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Mint Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Cranberry Apple Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,White Orange Spice Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Green Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Iced Blueberry Hibiscus Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Tropical Iced Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Lemon Tea,rotating
2026-04-17,epicuria_covel,Lunch,Capri Pizza,Granulated Sugar,rotating
2026-04-17,epicuria_covel,Dinner,Capri,Pasta Frutti di Mare,rotating
2026-04-17,epicuria_covel,Dinner,Capri,Rotini w/ Onions & Blue Cheese,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Roasted Salmon w/ Creamy Herb Sauce,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Yellow Lentil Kofta,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Mint Couscous,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Roasted Peppers & Peas w/ Dill,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Roasted Butternut Squash,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Greek Salad,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Moroccan Couscous Salad,rotating
2026-04-17,epicuria_covel,Dinner,Psistaris,Golden Beet & Greens Salad w/ Blood Orange Mint Vinaigrette,rotating
2026-04-17,epicuria_covel,Dinner,Alimenti,Za'Atar Fried Chicken,rotating
2026-04-17,epicuria_covel,Dinner,Alimenti,Polenta,rotating
2026-04-17,epicuria_covel,Dinner,Alimenti,Turkish Eggplant Gratin w/ Mustard Greens & Bulgur,rotating
2026-04-17,epicuria_covel,Dinner,Alimenti,Zatar Chicken & Yam Soup,rotating
2026-04-17,epicuria_covel,Dinner,Alimenti,Potato Leek Soup,rotating
2026-04-17,epicuria_covel,Dinner,Dolce,Double Chocolate Cookie,rotating
2026-04-17,epicuria_covel,Dinner,Dolce,Old-Fashioned Oatmeal Raisin Cookie,rotating
2026-04-17,epicuria_covel,Dinner,Dolce,Cannoli,rotating
2026-04-17,epicuria_covel,Dinner,Dolce,Ricotta Cheesecake w/ Lemon & Basil,rotating
2026-04-17,epicuria_covel,Dinner,Dolce,Chocolate Bouchon,rotating
2026-04-17,epicuria_covel,Dinner,Dolce,Yogurt Bar,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Focaccia,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Lavash Chips,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Sun-Dried Tomato Pesto,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Parsley Pesto,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Garlic Oil,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Paprika Garlic Spread,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Hummus,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Tzatziki,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Muhammara (Spicy Roasted Pepper Dip),rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Artichoke Spinach Dip,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Smoked Mozzarella Spread,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Zhug,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Morrocan Spicy Lentil Dip,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,"White Bean, Feta, & Za'atar Spread",rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Garlic Lebneh,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Htipiti,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Cauliflower Skordalia Spread,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Fava Bean Dip with Dill,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Tunisian Vegetable Dip,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Marinated Red Grape Tomatoes,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Pitted Kalamata Olives,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Pickled Vegetables,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Dolma,rotating
2026-04-17,epicuria_covel,Dinner,Mezze,Grated Parmesan Cheese,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Cheese Pizza,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Pepperoni Pizza,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Margherita Pizza,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Caesar Salad,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Greek Salad,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Moroccan Couscous Salad,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Golden Beet & Greens Salad w/ Blood Orange Mint Vinaigrette,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Honey,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Banana Peppers,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Valbresco Feta Cheese,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Black Olives,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Gala Apple,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Granny Smith Apple,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Oranges,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Bananas,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Watermelon,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Clementine Tangerine,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Coffee,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Coffee Espresso,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Espresso Coffee Bean (Decaf),rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Coffee Rainforest,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Rainforest Coffee (Decaf),rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Apple Cinnamon Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Chamomile Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Earl Grey Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Mint Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Cranberry Apple Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,White Orange Spice Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Green Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Iced Blueberry Hibiscus Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Tropical Iced Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Lemon Tea,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Granulated Sugar,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Pizza Dough,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,White Hoagie Torpedo Roll,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Panini Roll,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Fluffy Potato Bun,rotating
2026-04-17,epicuria_covel,Dinner,Capri Pizza,Focaccia,rotating
2026-04-17,feast,Dinner,Sweets Station,Japanese Beef Bowl,static
2026-04-17,feast,Dinner,Sweets Station,Vegan Beef Sukiyaki,static
2026-04-17,feast,Dinner,Spice Kitchen,Galbi Tang,static
2026-04-17,feast,Dinner,Spice Kitchen,Soon Tofu Stew w/ Dumplings,static
2026-04-17,feast,Dinner,Stone Oven,Korean Pork & Chive Pancake,static
2026-04-17,feast,Dinner,Stone Oven,Kimchi Pancake,static
2026-04-17,feast,Dinner,Iron Grill,Korean Fried Chicken Bao,static
2026-04-17,feast,Dinner,Iron Grill,Seared Tofu w/ Spicy Sauce,static
2026-04-17,feast,Dinner,Iron Grill,Chicken Teriyaki,static
2026-04-17,feast,Dinner,Sweets Station,Melon Pan,static
2026-04-17,feast,Dinner,Sweets Station,Coconut Tapioca,static
2026-04-17,feast,Dinner,Sweets Station,Oreo Mousse,static
2026-04-17,feast,Dinner,Sweets Station,Old-Fashioned Oatmeal Raisin Cookie,static
2026-04-17,feast,Dinner,Sweets Station,Tropical Fruits,static
2026-04-17,feast,Dinner,Sweets Station,Banana,static
2026-04-17,feast,Dinner,Sweets Station,Fuji Apple,static
2026-04-17,feast,Dinner,Sweets Station,Oranges,static
2026-04-17,feast,Dinner,Sweets Station,Seaweed Soup,static
2026-04-17,feast,Dinner,Sweets Station,Miso Soup,static
2026-04-17,feast,Dinner,Sweets Station,Asian Stir Fry,static
2026-04-17,feast,Dinner,Sweets Station,Brown Calrose Rice,static
2026-04-17,feast,Dinner,Sweets Station,Sticky Rice,static
2026-04-17,feast,Dinner,Sweets Station,Salad Bar,static
2026-04-17,rendezvous,All Day,CONDIMENTS,California Steak Burrito,static
2026-04-17,rendezvous,All Day,CONDIMENTS,California Veggie Burrito,static
2026-04-17,rendezvous,All Day,SUSHI BOWLS,Build-Your-Own Poke Bowl,static
2026-04-17,rendezvous,All Day,Base,Brown Rice,static
2026-04-17,rendezvous,All Day,Base,Sticky Rice,static
2026-04-17,rendezvous,All Day,Base,Young Chow Vegetable Fried Rice,static
2026-04-17,rendezvous,All Day,Base,Chow Mein Noodles,static
2026-04-17,rendezvous,All Day,Entrée,Fish w/ Black Bean Sauce,static
2026-04-17,rendezvous,All Day,Entrée,BBQ Roast Pork,static
2026-04-17,rendezvous,All Day,Entrée,Green Bean Stir Fry,static
2026-04-17,rendezvous,All Day,Entrée,Chinese Broccoli,static
2026-04-17,rendezvous,All Day,Entrée,Eggplant & Tofu w/ Spicy Garlic Sauce,static
2026-04-17,rendezvous,All Day,Entrée,Beef & Broccoli,static
2026-04-17,rendezvous,All Day,Entrée,Orange Chicken,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Vietnamese Pickled Vegetables,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Salted Cucumber,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Marinated Soy Sprouts,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Seasoned Blanched Spinach,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Vietnamese Pickled Daikon,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Vietnamese Shredded Green Papaya Salad,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Edamame,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Kimchi,static
2026-04-17,rendezvous,All Day,ASIAN TOPPING,Seaweed Salad,static
2026-04-17,rendezvous,All Day,ASIAN SAUCE,Green Sriracha,static
2026-04-17,rendezvous,All Day,ASIAN SAUCE,Dumpling Dipping Sauce,static
2026-04-17,rendezvous,All Day,ASIAN SAUCE,Red Sriracha,static
2026-04-17,rendezvous,All Day,ASIAN SAUCE,Thai Chilies w/ Vegan Fish Sauce,static
2026-04-17,rendezvous,All Day,ASIAN SAUCE,Chojang Korean Dipping Sauce,static
2026-04-17,rendezvous,All Day,ASIAN SAUCE,Kickin' Mayo,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Milk Tea Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Thai Tea Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Taro Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Green Milk Tea Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Vietnamese Coffee Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Horchata Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Agua de Jamaica,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Strawberry Lemonade Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Mango Boba,static
2026-04-17,rendezvous,All Day,BOBA DRINKS,Cucumber & Lime Fresca Boba,static
2026-04-17,rendezvous,All Day,DRINKS,Brewed Coffee,static
2026-04-17,rendezvous,All Day,DRINKS,Fountain Beverage,static
2026-04-17,rendezvous,All Day,CONDIMENTS,Nanami Togarashi Spice,static
2026-04-17,rendezvous,All Day,CONDIMENTS,Fried Shallots,static
2026-04-17,rendezvous,All Day,CONDIMENTS,Fried Garlic,static
2026-04-17,rendezvous,All Day,CONDIMENTS,Sweet Chili Mae Ploy Sauce,static
2026-04-17,rendezvous,All Day,CONDIMENTS,Sweet Chili Mayo,static
2026-04-17,rendezvous,All Day,CONDIMENTS,Sweet and Sour Sauce,static
2026-04-17,rendezvous,All Day,CONDIMENTS,Satay Dipping Sauce,static
2026-04-17,the_study,All Day,.,Craft Your Own Breakfast Skillet,static
2026-04-17,the_study,All Day,.,Croque Monsieur,static
2026-04-17,the_study,All Day,.,Croque Madame,static
2026-04-17,the_study,All Day,.,Whipped Cream & Seasonal Fresh Fruit Belgian Waffle,static
2026-04-17,the_study,All Day,.,Chocolate-Hazelnut & Seasonal Fresh Fruit Belgian Waffle,static
2026-04-17,the_study,All Day,.,Waffle with Caramel & Seasonal Fresh Fruit,static
2026-04-17,the_study,All Day,.,Irish Oatmeal,static
2026-04-17,the_study,All Day,.,Craft Your Own Breakfast Sandwich,static
2026-04-17,the_study,All Day,.,Create Your Own Breakfast Croissant,static
2026-04-17,the_study,All Day,Coffee & Tea,Brewed Tea,static
2026-04-17,the_study,All Day,Coffee & Tea,Hot Chocolate,static
2026-04-17,the_study,All Day,Coffee & Tea,Brewed Coffee,static
2026-04-17,the_study,All Day,Coffee & Tea,Espresso Decaf,static
2026-04-17,the_study,All Day,Coffee & Tea,Iced Brewed Coffee,static
2026-04-17,the_study,All Day,Coffee & Tea,Nitro Cold Coffee,static
2026-04-17,the_study,All Day,Coffee & Tea,Chai Tea Latte,static
2026-04-17,the_study,All Day,Coffee & Tea,Americano,static
2026-04-17,the_study,All Day,Coffee & Tea,Cappuccino,static
2026-04-17,the_study,All Day,Coffee & Tea,Café Latte,static
2026-04-17,the_study,All Day,Coffee & Tea,Caramel Latte,static
2026-04-17,the_study,All Day,Coffee & Tea,Espresso,static
2026-04-17,the_study,All Day,Coffee & Tea,Mocha Latte,static
2026-04-17,the_study,All Day,Coffee & Tea,Vanilla Latte,static
2026-04-17,the_study,All Day,Coffee & Tea,White Chocolate Latte,static
2026-04-17,the_study,All Day,CAKES & TARTS,Oatmeal Raisin Cookie,static
2026-04-17,the_study,All Day,CAKES & TARTS,Chocolate Chip Cookie,static
2026-04-17,the_study,All Day,CAKES & TARTS,Fudgy Brownie,static
2026-04-17,the_study,All Day,CAKES & TARTS,Passion Fruit Chocolate Tart,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Blackberry Fan,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Almond Croissant,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Chocolate Croissant,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Cinnamon Raisin Bagel,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Everything Cheese Bagel,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Everything Jalapeno Cheese Bagel,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Everything Bagels,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Bacon Cheddar Chive Scone,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Eclair,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Triple Chocolate Mousse Verrine,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Island Chia Pudding,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Croissant,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Banana Walnut Muffin,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Blueberry Muffin,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Red Velvet Cake,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Strawberry Hibiscus Lemonade,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Mango Mint,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Hibiscus Water,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Beets Booster,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Greens & More Booster,static
2026-04-17,the_study,All Day,PASTRIES & VERRINES,Vitamin Booster,static
2026-04-17,the_study,All Day,Kombucha on Tap,Pink Lady Apple Kombucha,static
2026-04-17,the_study,All Day,Kombucha on Tap,Pomegranate Kombucha,static
2026-04-17,the_study,All Day,Kombucha on Tap,Passion Fruit Tangerine Kombucha,static
2026-04-17,the_study,All Day,Kombucha on Tap,BUILD AND GO BREAKFAST YOGURT,static
2026-04-17,the_study,All Day,Kombucha on Tap,Build and Go Frozen Yogurt,static
2026-04-17,the_study,All Day,Kombucha on Tap,Craft Your Own Salad,static
2026-04-17,the_study,All Day,Kombucha on Tap,Craft Your Own Pizza,static
2026-04-17,the_study,All Day,Market Entrées,Fresh Fruit Cup,static
2026-04-17,the_study,All Day,Market Entrées,Vegan Muesli,static
2026-04-17,the_study,All Day,Market Entrées,Bircher Muesli w/ Nuts,static
2026-04-17,the_study,All Day,Market Entrées,Spiced Apple Caramel Parfait,static
